,Location,FIPS,Category,"% Change in Mortality Rate, 1980-201",1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,Premium
387,Louisiana,22,"Forces of nature, war, and legal intervention",-85.28,0.46,0.36,0.33,0.26,0.29,11.09,0.33,0.07,3.23,3.58,Increase
388,Louisiana,22,Unintentional injuries,-28.98,30.45,26.58,24.22,23.04,22.28,21.29,21.82,21.63,18.82,17.69,Decrease
389,Louisiana,22,Nutritional deficiencies,9.44,2.18,2.31,2.41,2.77,3.01,2.46,2.21,2.39,2.54,2.56,Increase
390,Louisiana,22,"Other communicable, maternal, neonatal, and nutritional diseases",-22.92,2.18,2.43,2.93,3.55,3.9,2.53,1.68,1.68,2.18,2.08,Decrease
391,Louisiana,22,Cardiovascular diseases,-44.8,560.38,518.12,463.34,437.8,403.66,353.74,312.02,309.31,251.0,213.49,Decrease
392,Louisiana,22,"Diarrhea, lower respiratory, and other common infectious diseases",17.76,34.15,36.86,38.19,40.43,42.39,41.08,39.14,40.22,42.51,43.28,Increase
393,Louisiana,22,Maternal disorders,38.1,0.36,0.34,0.37,0.33,0.34,0.46,0.5,0.5,0.51,0.53,Increase
394,Louisiana,22,Other non-communicable diseases,-29.53,11.79,11.2,10.88,9.85,9.07,8.83,8.22,8.31,7.29,6.74,Decrease
395,Louisiana,22,Self-harm and interpersonal violence,-15.32,32.33,30.45,32.15,31.03,27.19,26.41,27.02,27.38,25.34,24.47,Decrease
396,Louisiana,22,Neoplasms,-13.64,262.27,263.96,261.4,263.12,250.95,239.49,226.08,226.5,221.49,215.32,Decrease
397,Louisiana,22,Transport injuries,-27.4,30.33,26.76,26.28,25.14,25.45,24.62,22.29,22.02,20.8,19.78,Decrease
398,Louisiana,22,Neglected tropical diseases and malaria,53.17,0.07,0.07,0.05,0.04,0.06,0.11,0.11,0.11,0.11,0.12,Increase
399,Maine,23,Neonatal disorders,-62.61,6.91,5.21,4.41,3.46,3.4,3.47,2.87,2.58,1.63,1.1,Decrease
400,Maine,23,HIV/AIDS and tuberculosis,-31.74,1.06,1.34,4.24,6.8,1.98,1.54,0.92,0.72,1.39,1.19,Decrease
401,Maine,23,Musculoskeletal disorders,7.46,2.96,3.04,3.19,3.57,3.96,3.71,3.23,3.18,3.59,3.65,Increase
402,Maine,23,"Diabetes, urogenital, blood, and endocrine diseases",44.14,39.61,41.37,44.04,50.21,55.56,58.7,56.54,57.09,63.65,66.6,Increase
403,Maine,23,Digestive diseases,-17.69,19.44,19.2,18.37,18.44,18.01,17.35,16.23,16.0,15.61,15.1,Decrease
404,Maine,23,Chronic respiratory diseases,31.85,46.45,49.39,51.17,57.68,63.18,63.5,61.22,61.25,67.73,70.17,Increase
405,Maine,23,Neurological disorders,-4.8,121.6,123.56,118.37,119.95,122.61,117.99,113.82,115.77,114.49,113.45,Decrease
406,Maine,23,Cirrhosis and other chronic liver diseases,-20.15,18.63,17.4,15.69,14.89,14.58,14.91,15.18,14.88,13.63,13.15,Decrease
407,Maine,23,Mental and substance use disorders,260.35,3.83,3.74,4.47,5.5,7.38,10.78,12.32,13.82,14.89,16.48,Increase
408,Maine,23,"Forces of nature, war, and legal intervention",-62.34,0.19,0.19,0.18,0.14,0.18,0.92,0.27,0.07,0.36,0.39,Increase
409,Maine,23,Unintentional injuries,-1.7,20.81,19.2,17.7,17.92,18.04,19.6,19.83,20.46,19.54,19.62,Increase
410,Maine,23,Nutritional deficiencies,-42.21,2.18,2.21,2.02,2.22,2.15,1.55,1.26,1.26,1.18,1.03,Decrease
411,Maine,23,"Other communicable, maternal, neonatal, and nutritional diseases",-20.4,1.31,1.44,1.71,2.22,2.3,1.52,1.04,1.05,1.34,1.29,Decrease
412,Maine,23,Cardiovascular diseases,-54.12,473.97,440.06,373.96,346.28,312.39,263.23,223.23,217.46,157.44,118.8,Decrease
413,Maine,23,"Diarrhea, lower respiratory, and other common infectious diseases",-19.49,34.69,35.38,34.96,35.33,33.39,31.79,27.68,27.93,27.43,26.27,Decrease
414,Maine,23,Maternal disorders,24.69,0.14,0.12,0.14,0.14,0.14,0.19,0.18,0.18,0.19,0.2,Increase
415,Maine,23,Other non-communicable diseases,-33.18,8.05,7.5,7.11,6.38,5.94,5.73,5.43,5.38,4.64,4.24,Decrease
416,Maine,23,Self-harm and interpersonal violence,-1.3,17.76,17.31,17.22,16.95,15.38,16.41,16.59,17.53,16.4,16.29,Decrease
417,Maine,23,Neoplasms,-15.47,243.38,242.51,238.66,241.48,229.96,220.25,206.92,205.74,201.39,195.34,Decrease
418,Maine,23,Transport injuries,-43.95,23.87,21.09,19.9,18.66,17.61,17.15,14.25,13.38,11.97,10.58,Decrease
419,Maine,23,Neglected tropical diseases and malaria,14.46,0.04,0.03,0.03,0.02,0.03,0.05,0.04,0.04,0.04,0.04,Increase
420,Maryland,24,Neonatal disorders,-62.83,11.41,8.65,7.62,6.25,5.9,5.79,4.85,4.24,2.82,1.93,Decrease
421,Maryland,24,HIV/AIDS and tuberculosis,165.63,1.66,3.46,13.96,24.13,10.15,8.53,5.58,4.42,8.97,8.96,Decrease
422,Maryland,24,Musculoskeletal disorders,-6.8,2.94,2.97,3.05,3.34,3.6,3.34,2.82,2.74,3.05,3.03,Decrease
423,Maryland,24,"Diabetes, urogenital, blood, and endocrine diseases",-9.42,60.84,60.05,60.31,67.03,66.73,63.0,56.7,55.11,58.59,58.01,Decrease
424,Maryland,24,Digestive diseases,-36.18,21.4,20.47,18.97,18.43,16.97,15.73,14.19,13.66,12.29,11.14,Decrease
425,Maryland,24,Chronic respiratory diseases,2.52,40.35,41.97,42.97,46.84,49.09,46.71,43.34,41.37,45.55,45.88,Increase
426,Maryland,24,Neurological disorders,0.33,90.96,91.26,92.27,93.36,96.49,89.19,93.39,91.26,92.63,92.71,Increase
427,Maryland,24,Cirrhosis and other chronic liver diseases,-36.26,21.0,18.99,16.62,15.17,14.12,14.26,13.98,13.38,11.3,10.27,Decrease
428,Maryland,24,Mental and substance use disorders,38.67,5.07,6.23,3.66,4.0,5.45,5.81,6.31,7.03,6.62,6.89,Increase
429,Maryland,24,"Forces of nature, war, and legal intervention",-75.91,0.22,0.22,0.19,0.17,0.24,1.0,0.24,0.05,0.37,0.38,Increase
430,Maryland,24,Unintentional injuries,-27.02,23.38,21.33,19.28,18.38,17.0,17.5,16.92,17.06,14.94,14.08,Decrease
431,Maryland,24,Nutritional deficiencies,-61.69,1.87,1.74,1.53,1.64,1.49,1.0,0.81,0.72,0.58,0.4,Decrease
432,Maryland,24,"Other communicable, maternal, neonatal, and nutritional diseases",-22.14,1.92,2.09,2.46,3.14,3.31,2.14,1.52,1.49,1.9,1.82,Decrease
433,Maryland,24,Cardiovascular diseases,-49.74,503.87,467.33,408.24,378.08,351.19,298.56,258.59,253.26,195.93,158.38,Decrease
434,Maryland,24,"Diarrhea, lower respiratory, and other common infectious diseases",-3.97,37.08,38.9,39.78,43.33,43.1,40.38,36.15,35.61,38.09,37.82,Decrease
435,Maryland,24,Maternal disorders,11.98,0.39,0.32,0.28,0.22,0.27,0.39,0.45,0.44,0.42,0.44,Increase
436,Maryland,24,Other non-communicable diseases,-49.46,11.58,10.69,9.73,8.3,7.34,6.67,6.04,5.85,4.34,3.46,Decrease
437,Maryland,24,Self-harm and interpersonal violence,-1.76,26.47,25.3,26.87,28.92,26.06,26.68,24.48,26.0,25.77,25.64,Decrease
438,Maryland,24,Neoplasms,-30.64,269.55,262.62,253.7,247.33,226.12,208.6,190.48,186.96,171.99,158.95,Decrease
439,Maryland,24,Transport injuries,-53.03,22.68,19.94,17.86,16.03,15.0,14.26,11.69,10.66,8.66,7.03,Decrease
440,Maryland,24,Neglected tropical diseases and malaria,20.0,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,Increase
441,Massachusetts,25,Neonatal disorders,-66.72,7.95,5.83,4.94,3.91,3.7,3.65,3.0,2.64,1.48,0.83,Decrease
442,Massachusetts,25,HIV/AIDS and tuberculosis,26.68,1.37,2.47,8.61,14.07,4.57,3.64,2.13,1.74,3.56,3.28,Decrease
443,Massachusetts,25,Musculoskeletal disorders,-9.87,2.31,2.29,2.37,2.59,2.75,2.5,2.14,2.08,2.28,2.26,Decrease
444,Massachusetts,25,"Diabetes, urogenital, blood, and endocrine diseases",7.01,43.9,44.13,46.1,49.39,52.17,51.38,46.54,46.98,50.37,50.99,Increase
445,Massachusetts,25,Digestive diseases,-29.47,20.03,19.29,18.12,17.84,16.84,15.81,14.46,14.13,13.13,12.26,Decrease
446,Massachusetts,25,Chronic respiratory diseases,18.89,37.15,38.53,39.56,44.71,49.73,47.38,43.96,44.17,48.76,50.01,Increase
447,Massachusetts,25,Neurological disorders,5.13,102.71,102.37,96.77,97.08,106.24,100.2,103.38,107.98,105.38,106.11,Increase
448,Massachusetts,25,Cirrhosis and other chronic liver diseases,-33.87,22.34,20.68,18.04,16.59,15.65,15.53,15.4,14.77,12.67,11.62,Decrease
449,Massachusetts,25,Mental and substance use disorders,628.73,2.43,2.65,3.17,3.82,6.3,12.21,13.59,17.71,17.98,20.26,Increase
450,Massachusetts,25,"Forces of nature, war, and legal intervention",-78.43,0.12,0.11,0.11,0.08,0.09,0.48,0.13,0.03,0.18,0.18,Increase
451,Massachusetts,25,Unintentional injuries,-25.49,21.2,19.05,16.91,15.86,15.95,15.59,16.13,15.79,14.04,13.37,Decrease
452,Massachusetts,25,Nutritional deficiencies,-48.39,1.46,1.51,1.33,1.45,1.29,0.94,0.81,0.76,0.67,0.56,Decrease
453,Massachusetts,25,"Other communicable, maternal, neonatal, and nutritional diseases",-28.17,1.63,1.75,1.95,2.45,2.69,1.75,1.19,1.17,1.48,1.4,Decrease
454,Massachusetts,25,Cardiovascular diseases,-55.06,471.96,434.12,368.11,335.33,300.13,252.18,216.34,212.08,147.48,108.3,Decrease
455,Massachusetts,25,"Diarrhea, lower respiratory, and other common infectious diseases",-32.11,48.6,45.45,43.38,48.12,43.1,39.21,33.61,32.99,31.84,29.63,Decrease
456,Massachusetts,25,Maternal disorders,-16.74,0.19,0.14,0.12,0.1,0.11,0.16,0.16,0.15,0.14,0.14,Decrease
457,Massachusetts,25,Other non-communicable diseases,-43.57,7.95,7.47,6.91,5.98,5.46,5.03,4.61,4.48,3.59,3.06,Decrease
458,Massachusetts,25,Self-harm and interpersonal violence,-19.38,16.79,16.35,16.16,15.9,13.86,13.67,13.87,13.54,12.63,12.09,Decrease
459,Massachusetts,25,Neoplasms,-23.87,250.11,245.15,238.05,238.46,223.87,207.53,192.27,190.42,181.0,171.61,Decrease
460,Massachusetts,25,Transport injuries,-60.05,17.72,14.98,13.02,10.99,10.48,9.53,7.59,7.08,4.87,3.41,Decrease
461,Massachusetts,25,Neglected tropical diseases and malaria,37.07,0.03,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,Increase
462,Michigan,26,Neonatal disorders,-61.89,10.71,8.27,7.44,5.68,5.53,5.34,4.53,4.08,2.61,1.76,Decrease
463,Michigan,26,HIV/AIDS and tuberculosis,31.22,0.95,1.42,6.09,10.15,3.32,2.61,1.61,1.25,2.66,2.49,Decrease
464,Michigan,26,Musculoskeletal disorders,9.06,2.69,2.8,2.94,3.23,3.48,3.32,2.94,2.93,3.24,3.29,Increase
465,Michigan,26,"Diabetes, urogenital, blood, and endocrine diseases",27.91,47.37,48.56,52.95,56.55,60.53,62.65,59.49,60.59,65.74,67.89,Increase
466,Michigan,26,Digestive diseases,-29.66,20.89,20.22,19.04,18.19,17.31,16.2,15.1,14.69,13.5,12.57,Decrease
467,Michigan,26,Chronic respiratory diseases,44.13,39.08,42.45,44.1,49.18,54.89,55.47,55.5,56.32,61.72,64.4,Increase
468,Michigan,26,Neurological disorders,43.7,66.72,69.87,73.51,77.95,86.22,89.07,92.68,95.88,101.48,105.92,Increase
469,Michigan,26,Cirrhosis and other chronic liver diseases,-29.05,22.41,21.08,18.38,16.46,15.67,15.97,16.38,15.9,13.65,12.73,Decrease
470,Michigan,26,Mental and substance use disorders,220.92,4.86,5.4,4.92,5.72,8.66,11.97,14.77,15.6,16.82,18.55,Increase
471,Michigan,26,"Forces of nature, war, and legal intervention",-88.42,0.23,0.22,0.16,0.11,0.15,0.65,0.17,0.03,0.21,0.21,Decrease
472,Michigan,26,Unintentional injuries,-6.22,20.98,19.5,18.34,17.96,17.88,18.51,19.32,19.67,18.5,18.39,Decrease
473,Michigan,26,Nutritional deficiencies,-17.46,1.87,1.92,1.92,2.11,2.24,1.74,1.59,1.54,1.63,1.58,Decrease
474,Michigan,26,"Other communicable, maternal, neonatal, and nutritional diseases",-4.02,1.23,1.43,1.87,2.33,2.49,1.71,1.2,1.18,1.58,1.56,Decrease
475,Michigan,26,Cardiovascular diseases,-47.05,545.49,517.68,448.65,419.96,383.6,328.01,285.38,288.82,222.39,182.43,Decrease
476,Michigan,26,"Diarrhea, lower respiratory, and other common infectious diseases",-19.16,35.15,35.93,37.32,36.91,34.49,30.04,27.44,28.42,27.11,25.76,Decrease
477,Michigan,26,Maternal disorders,72.45,0.21,0.2,0.26,0.27,0.26,0.36,0.37,0.36,0.4,0.43,Increase
478,Michigan,26,Other non-communicable diseases,-38.49,9.79,9.29,8.66,7.64,6.86,6.6,6.16,6.02,5.0,4.42,Decrease
479,Michigan,26,Self-harm and interpersonal violence,-14.17,24.49,25.31,24.24,22.48,20.23,20.53,20.49,21.02,19.04,18.3,Decrease
480,Michigan,26,Neoplasms,-16.66,240.43,239.03,234.15,233.74,222.19,210.38,199.82,200.39,192.56,185.9,Decrease
481,Michigan,26,Transport injuries,-47.28,22.88,20.37,19.01,18.0,16.87,15.4,12.88,12.06,10.48,8.99,Decrease
482,Michigan,26,Neglected tropical diseases and malaria,39.06,0.03,0.03,0.02,0.02,0.03,0.05,0.05,0.05,0.05,0.06,Increase
483,Minnesota,27,Neonatal disorders,-69.73,7.02,5.17,4.39,3.37,3.06,2.92,2.4,2.13,0.98,0.35,Decrease
484,Minnesota,27,HIV/AIDS and tuberculosis,8.35,0.72,1.08,4.3,6.65,1.83,1.38,0.93,0.78,1.46,1.3,Decrease
485,Minnesota,27,Musculoskeletal disorders,36.49,2.84,3.07,3.35,3.84,4.4,4.29,3.88,3.88,4.48,4.66,Increase
486,Minnesota,27,"Diabetes, urogenital, blood, and endocrine diseases",48.65,33.18,35.09,37.59,42.45,48.41,50.89,48.91,49.33,55.45,58.16,Increase
487,Minnesota,27,Digestive diseases,-21.77,16.95,16.71,15.98,15.74,15.07,14.49,13.53,13.26,12.71,12.15,Decrease
488,Minnesota,27,Chronic respiratory diseases,40.31,33.74,36.29,38.72,43.61,47.75,47.77,47.1,47.34,52.46,54.61,Increase
489,Minnesota,27,Neurological disorders,2.91,112.14,114.54,114.76,118.34,123.46,116.66,115.06,115.4,118.24,118.67,Increase
490,Minnesota,27,Cirrhosis and other chronic liver diseases,-6.91,13.42,12.88,11.86,11.37,11.34,11.93,12.54,12.49,11.8,11.7,Decrease
491,Minnesota,27,Mental and substance use disorders,209.74,3.19,3.44,4.15,5.08,5.9,8.07,9.33,9.89,10.9,11.95,Increase
492,Minnesota,27,"Forces of nature, war, and legal intervention",-80.3,0.16,0.16,0.12,0.11,0.11,0.6,0.16,0.03,0.21,0.22,Increase
493,Minnesota,27,Unintentional injuries,4.39,24.07,22.21,21.38,22.0,22.23,23.96,24.72,25.12,24.7,25.04,Increase
494,Minnesota,27,Nutritional deficiencies,-54.75,1.91,1.88,1.72,1.75,1.57,1.12,0.91,0.86,0.71,0.54,Decrease
495,Minnesota,27,"Other communicable, maternal, neonatal, and nutritional diseases",-12.97,1.35,1.53,1.92,2.49,2.44,1.63,1.16,1.17,1.5,1.45,Decrease
496,Minnesota,27,Cardiovascular diseases,-55.6,423.86,389.97,333.95,307.42,270.91,227.5,193.32,188.18,131.77,96.19,Decrease
497,Minnesota,27,"Diarrhea, lower respiratory, and other common infectious diseases",-48.95,38.87,37.2,35.58,34.7,28.01,23.97,20.52,19.84,16.01,12.93,Decrease
498,Minnesota,27,Maternal disorders,23.14,0.15,0.13,0.17,0.18,0.15,0.19,0.19,0.18,0.2,0.2,Increase
499,Minnesota,27,Other non-communicable diseases,-29.89,7.9,7.52,7.27,6.44,6.08,5.9,5.61,5.54,4.9,4.53,Decrease
500,Minnesota,27,Self-harm and interpersonal violence,-6.45,16.16,15.43,15.93,15.85,13.91,14.72,14.73,15.12,14.36,14.16,Decrease
501,Minnesota,27,Neoplasms,-12.45,210.86,210.86,209.48,212.13,204.09,193.57,185.07,184.62,181.6,177.21,Decrease
502,Minnesota,27,Transport injuries,-49.35,21.67,18.94,17.36,16.22,15.29,14.57,11.87,10.98,9.46,8.04,Decrease
503,Minnesota,27,Neglected tropical diseases and malaria,57.93,0.04,0.03,0.03,0.02,0.03,0.06,0.06,0.06,0.06,0.07,Increase
504,Mississippi,28,Neonatal disorders,-53.7,11.42,8.74,7.84,6.33,6.45,6.62,5.77,5.29,4.02,3.29,Decrease
505,Mississippi,28,HIV/AIDS and tuberculosis,333.93,1.0,1.84,8.68,15.58,6.29,6.0,4.45,4.35,7.05,7.28,Increase
506,Mississippi,28,Musculoskeletal disorders,-9.24,2.92,2.91,2.98,3.17,3.35,3.12,2.71,2.65,2.85,2.83,Decrease
507,Mississippi,28,"Diabetes, urogenital, blood, and endocrine diseases",37.09,56.9,58.75,61.83,69.19,76.98,79.71,77.69,78.0,86.16,89.77,Increase
508,Mississippi,28,Digestive diseases,-24.32,21.12,20.59,19.61,19.27,18.57,17.65,16.28,15.98,15.2,14.44,Decrease
509,Mississippi,28,Chronic respiratory diseases,86.91,37.74,41.78,45.83,53.53,61.63,65.71,67.46,70.54,78.34,83.4,Increase
510,Mississippi,28,Neurological disorders,100.91,50.85,55.47,60.88,68.32,79.4,91.34,95.62,102.17,110.99,118.88,Increase
511,Mississippi,28,Cirrhosis and other chronic liver diseases,19.95,16.95,16.67,15.87,15.84,16.35,18.24,19.55,20.33,19.92,20.47,Increase
512,Mississippi,28,Mental and substance use disorders,231.38,3.73,3.71,4.29,4.85,6.35,9.58,11.69,12.37,13.38,14.78,Increase
513,Mississippi,28,"Forces of nature, war, and legal intervention",-64.41,0.51,0.56,0.46,0.4,0.42,6.56,0.6,0.18,2.08,2.27,Increase
514,Mississippi,28,Unintentional injuries,-25.59,35.57,31.38,28.68,27.63,26.71,26.02,26.91,26.46,23.58,22.45,Decrease
515,Mississippi,28,Nutritional deficiencies,-16.64,2.0,2.05,2.06,2.25,2.36,1.88,1.65,1.67,1.74,1.68,Decrease
516,Mississippi,28,"Other communicable, maternal, neonatal, and nutritional diseases",-26.52,2.0,2.22,2.74,3.24,3.4,2.2,1.49,1.47,1.87,1.77,Decrease
517,Mississippi,28,Cardiovascular diseases,-39.26,572.81,539.9,486.97,475.26,448.76,394.25,347.03,347.92,299.3,265.45,Decrease
518,Mississippi,28,"Diarrhea, lower respiratory, and other common infectious diseases",22.16,35.91,38.38,41.22,44.26,45.51,43.66,41.89,43.87,46.22,47.2,Increase
519,Mississippi,28,Maternal disorders,47.84,0.36,0.35,0.41,0.37,0.37,0.51,0.54,0.54,0.57,0.6,Increase
520,Mississippi,28,Other non-communicable diseases,-27.21,12.48,11.87,11.46,10.35,9.59,9.42,8.98,9.09,7.99,7.45,Decrease
521,Mississippi,28,Self-harm and interpersonal violence,-8.74,29.79,28.59,28.68,28.52,24.92,24.85,26.18,27.19,24.91,24.37,Decrease
522,Mississippi,28,Neoplasms,-6.04,249.62,250.84,251.06,257.7,248.87,240.99,231.14,234.54,232.57,229.68,Decrease
523,Mississippi,28,Transport injuries,-20.01,36.89,34.08,34.49,34.26,34.34,33.36,30.13,29.51,29.38,28.49,Decrease
524,Mississippi,28,Neglected tropical diseases and malaria,31.35,0.07,0.07,0.05,0.04,0.06,0.1,0.1,0.1,0.1,0.11,Increase
525,Missouri,29,Neonatal disorders,-62.05,8.95,6.78,5.91,4.66,4.49,4.49,3.8,3.4,2.19,1.5,Decrease
526,Missouri,29,HIV/AIDS and tuberculosis,37.17,1.05,1.73,7.01,11.24,3.56,2.81,1.8,1.44,2.91,2.7,Decrease
527,Missouri,29,Musculoskeletal disorders,11.43,2.78,2.87,3.04,3.39,3.72,3.53,3.13,3.1,3.48,3.54,Increase
528,Missouri,29,"Diabetes, urogenital, blood, and endocrine diseases",26.83,45.73,47.48,48.91,54.0,59.08,60.68,57.66,58.0,63.43,65.54,Increase
529,Missouri,29,Digestive diseases,-23.75,20.67,20.1,19.16,18.82,18.02,17.18,16.05,15.76,14.93,14.2,Decrease
530,Missouri,29,Chronic respiratory diseases,52.03,41.51,44.8,47.34,54.04,60.23,61.49,61.53,63.11,69.44,72.82,Increase
531,Missouri,29,Neurological disorders,30.72,74.59,77.7,77.62,85.46,93.08,96.02,98.33,97.5,105.02,108.9,Increase
532,Missouri,29,Cirrhosis and other chronic liver diseases,0.1,15.57,14.65,13.53,13.28,13.18,14.34,15.22,15.58,14.7,14.76,Increase
533,Missouri,29,Mental and substance use disorders,352.23,3.4,3.39,4.42,5.29,7.3,10.93,14.42,15.39,16.67,18.58,Increase
534,Missouri,29,"Forces of nature, war, and legal intervention",-69.76,0.28,0.32,0.28,0.23,0.24,1.31,0.3,0.09,0.47,0.49,Increase
535,Missouri,29,Unintentional injuries,-16.5,28.38,23.93,22.43,22.3,22.1,22.85,23.3,23.7,21.76,21.34,Decrease
536,Missouri,29,Nutritional deficiencies,-41.41,2.52,2.5,2.38,2.56,2.54,1.78,1.5,1.48,1.4,1.23,Decrease
537,Missouri,29,"Other communicable, maternal, neonatal, and nutritional diseases",-19.13,1.64,1.85,2.31,2.92,3.01,1.97,1.35,1.33,1.75,1.68,Decrease
538,Missouri,29,Cardiovascular diseases,-43.69,515.03,475.16,424.76,411.8,382.85,329.02,291.21,290.0,239.38,205.92,Decrease
539,Missouri,29,"Diarrhea, lower respiratory, and other common infectious diseases",-10.98,38.74,40.36,40.74,43.53,40.89,37.52,34.18,34.49,34.9,34.03,Decrease
540,Missouri,29,Maternal disorders,89.5,0.2,0.19,0.25,0.29,0.26,0.36,0.38,0.37,0.42,0.45,Increase
541,Missouri,29,Other non-communicable diseases,-36.31,10.0,9.24,8.79,7.79,7.12,6.86,6.44,6.37,5.37,4.82,Decrease
542,Missouri,29,Self-harm and interpersonal violence,-13.09,27.08,24.69,24.76,24.27,21.49,22.28,22.78,23.54,21.47,20.94,Decrease
543,Missouri,29,Neoplasms,-14.94,244.27,242.32,238.34,240.86,228.1,217.77,206.58,207.78,201.01,194.95,Decrease
544,Missouri,29,Transport injuries,-34.13,25.98,23.08,22.45,21.9,21.29,21.16,17.96,17.11,16.43,15.33,Decrease
545,Missouri,29,Neglected tropical diseases and malaria,30.89,0.04,0.04,0.03,0.02,0.03,0.06,0.05,0.05,0.05,0.05,Increase
546,Montana,30,Neonatal disorders,-66.3,7.77,5.73,4.84,3.74,3.61,3.56,2.97,2.62,1.47,0.83,Decrease
547,Montana,30,HIV/AIDS and tuberculosis,-28.18,0.77,0.9,3.39,5.65,1.51,1.16,0.69,0.55,1.11,0.95,Decrease
548,Montana,30,Musculoskeletal disorders,47.55,3.42,3.71,4.1,4.73,5.49,5.41,4.89,5.05,5.78,6.04,Increase
549,Montana,30,"Diabetes, urogenital, blood, and endocrine diseases",27.31,38.09,39.11,40.7,44.83,49.39,50.87,47.77,48.49,53.0,54.8,Increase
550,Montana,30,Digestive diseases,-19.38,19.74,19.45,18.57,18.3,17.86,17.22,15.92,15.91,15.25,14.67,Decrease
551,Montana,30,Chronic respiratory diseases,17.79,55.63,57.35,58.82,64.42,69.51,69.31,65.61,65.52,71.15,72.9,Increase
552,Montana,30,Neurological disorders,-17.06,122.04,116.46,112.74,111.58,110.07,109.85,106.02,101.22,100.1,97.62,Decrease
553,Montana,30,Cirrhosis and other chronic liver diseases,14.55,17.18,16.84,16.14,16.0,16.46,17.99,19.05,19.68,19.27,19.68,Increase
554,Montana,30,Mental and substance use disorders,197.03,4.47,4.45,5.32,6.12,7.77,10.99,12.75,13.28,14.67,16.12,Increase
555,Montana,30,"Forces of nature, war, and legal intervention",-66.08,0.41,0.45,0.41,0.36,0.5,2.33,0.55,0.14,0.89,0.94,Increase
556,Montana,30,Unintentional injuries,-7.42,28.73,26.26,24.84,24.29,24.64,26.03,26.49,26.6,25.46,25.34,Decrease
557,Montana,30,Nutritional deficiencies,-31.39,2.12,2.12,2.08,2.25,2.28,1.74,1.46,1.45,1.46,1.35,Decrease
558,Montana,30,"Other communicable, maternal, neonatal, and nutritional diseases",-6.89,1.28,1.47,1.97,2.62,2.63,1.75,1.2,1.19,1.62,1.59,Decrease
559,Montana,30,Cardiovascular diseases,-46.58,424.79,389.6,340.02,320.97,296.82,259.28,225.59,226.92,178.1,148.67,Decrease
560,Montana,30,"Diarrhea, lower respiratory, and other common infectious diseases",-37.59,40.13,38.8,37.35,37.36,32.72,29.29,25.76,25.05,22.62,20.24,Decrease
561,Montana,30,Maternal disorders,93.94,0.18,0.19,0.27,0.34,0.29,0.37,0.36,0.35,0.42,0.44,Increase
562,Montana,30,Other non-communicable diseases,-29.5,9.38,8.87,8.63,7.65,7.18,7.02,6.6,6.61,5.81,5.38,Decrease
563,Montana,30,Self-harm and interpersonal violence,11.5,25.27,25.65,26.63,26.75,24.4,25.97,26.87,28.17,27.4,27.66,Increase
564,Montana,30,Neoplasms,-14.75,221.26,219.13,216.05,217.96,207.95,198.58,187.12,188.63,182.93,177.56,Decrease
565,Montana,30,Transport injuries,-38.78,36.41,31.99,31.19,29.35,28.26,27.36,23.27,22.29,20.46,18.61,Decrease
566,Montana,30,Neglected tropical diseases and malaria,69.1,0.05,0.05,0.04,0.04,0.05,0.09,0.09,0.09,0.1,0.1,Increase
567,Nebraska,31,Neonatal disorders,-64.08,7.6,5.81,4.89,3.77,3.69,3.64,3.05,2.73,1.63,1.01,Decrease
568,Nebraska,31,HIV/AIDS and tuberculosis,54.5,0.62,0.97,4.07,6.64,2.04,1.72,1.09,0.96,1.8,1.7,Decrease
569,Nebraska,31,Musculoskeletal disorders,35.78,2.8,3.01,3.28,3.77,4.31,4.21,3.78,3.81,4.38,4.55,Increase
570,Nebraska,31,"Diabetes, urogenital, blood, and endocrine diseases",51.13,36.2,38.84,40.65,45.59,51.86,54.52,53.21,54.71,60.3,63.27,Increase
571,Nebraska,31,Digestive diseases,-12.3,19.25,19.42,18.72,18.82,18.48,17.95,16.86,16.89,16.59,16.21,Decrease
572,Nebraska,31,Chronic respiratory diseases,59.23,40.02,43.88,47.08,53.64,60.01,62.14,62.03,63.72,70.58,74.24,Increase
573,Nebraska,31,Neurological disorders,25.42,84.08,86.03,87.9,92.84,96.56,100.8,101.01,105.46,108.64,111.82,Increase
574,Nebraska,31,Cirrhosis and other chronic liver diseases,11.49,13.09,12.92,12.08,12.04,12.11,13.42,14.12,14.6,14.15,14.4,Increase
575,Nebraska,31,Mental and substance use disorders,202.99,2.6,2.6,2.84,3.33,3.94,5.72,7.12,7.89,8.19,9.01,Increase
576,Nebraska,31,"Forces of nature, war, and legal intervention",-85.85,0.31,0.29,0.19,0.17,0.19,0.95,0.18,0.04,0.28,0.28,Decrease
577,Nebraska,31,Unintentional injuries,-6.57,23.73,22.03,20.55,20.54,20.64,21.78,22.01,22.17,21.29,21.21,Decrease
578,Nebraska,31,Nutritional deficiencies,-28.47,1.76,1.8,1.75,1.9,1.91,1.49,1.28,1.26,1.28,1.19,Decrease
579,Nebraska,31,"Other communicable, maternal, neonatal, and nutritional diseases",-8.03,1.3,1.5,1.94,2.48,2.53,1.71,1.19,1.2,1.58,1.54,Decrease
